codigo,grupo,subgrupo,obra_servico,complementar,nivel1,nivel2,nivel3,nivel4,profundidade
TOS_5.3.1.8,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,sarjeta,5,3,1,8,4
TOS_5.3.1.9,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,canaleta,5,3,1,9,4
TOS_5.3.1.10,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,travessia,5,3,1,10,4
TOS_5.3.1.11,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,vala,5,3,1,11,4
TOS_5.3.1.12,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,trincheira,5,3,1,12,4
TOS_5.3.1.13,Obras Hidráulicas e Recursos Hídricos,Sistemas de Drenagem para Obras Civis,de sistemas de drenagem para obras civis,poço de visita para drenagem,5,3,1,13,4
TOS_5.4.1,Obras Hidráulicas e Recursos Hídricos,Canais,de canais,,5,4,1,,3
TOS_5.4.2,Obras Hidráulicas e Recursos Hídricos,Canais,de dragagem de canais,,5,4,2,,3
TOS_5.4.3,Obras Hidráulicas e Recursos Hídricos,Canais,de retificação de canais,,5,4,3,,3
TOS_5.5.1.1,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,obras de infraestrutura de portos fluviais,5,5,1,1,4
TOS_5.5.1.2,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,arranjo de portos fluviais,5,5,1,2,4
TOS_5.5.1.3,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,obras especiais de portos fluviais,5,5,1,3,4
TOS_5.5.1.4,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,derrocamento de portos fluviais,5,5,1,4,4
TOS_5.5.1.5,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,segurança da navegação de portos fluviais,5,5,1,5,4
TOS_5.5.1.6,Obras Hidráulicas e Recursos Hídricos,Portos Fluviais,de portos fluviais,operação e gestão de portos fluviais,5,5,1,6,4
TOS_5.6.1.1,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,obras de infraestrutura,5,6,1,1,4
TOS_5.6.1.2,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,arranjo,5,6,1,2,4
TOS_5.6.1.3,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,obras especiais,5,6,1,3,4
TOS_5.6.1.4,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,derrocamento,5,6,1,4,4
TOS_5.6.1.5,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,segurança da navegação,5,6,1,5,4
TOS_5.6.1.6,Obras Hidráulicas e Recursos Hídricos,Portos Lacustres,de portos lacustres,operação e gestão,5,6,1,6,4
TOS_5.7.1,Obras Hidráulicas e Recursos Hídricos,Recursos Hídricos,de potencial de recursos hídricos,,5,7,1,,3
TOS_6.1.1,Saneamento Ambiental,Sistema de Abastecimento de Água,de rede de hidrantes,,6,1,1,,3
TOS_6.1.2.1,Saneamento Ambiental,Sistema de Abastecimento de Água,de ensaio,de percolação de solo,6,1,2,1,4
TOS_6.1.2.2,Saneamento Ambiental,Sistema de Abastecimento de Água,de ensaio,de permeabilidade de solo,6,1,2,2,4
TOS_6.1.3.1,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,tratamento de água,6,1,3,1,4
TOS_6.1.3.2,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,estação de tratamento de água,6,1,3,2,4
TOS_6.1.3.3,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,captação superficial de água,6,1,3,3,4
TOS_6.1.3.4,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,adução de água,6,1,3,4,4
TOS_6.1.3.5,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,instalações hidráulicas em sistemas de abastecimento de água,6,1,3,5,4
TOS_6.1.3.6,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,tanques ou reservatórios de água,6,1,3,6,4
TOS_6.1.3.7,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,cisternas,6,1,3,7,4
TOS_6.1.3.8,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,redes de distribuição de água,6,1,3,8,4
TOS_6.1.3.9,Saneamento Ambiental,Sistema de Abastecimento de Água,de sistema de abastecimento de água,rede de hidrantes,6,1,3,9,4
TOS_6.2.1.1,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,tratamento de efluentes líquidos domésticos,6,2,1,1,4
TOS_6.2.1.2,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,tratamento de efluentes líquidos industriais,6,2,1,2,4
TOS_6.2.1.3,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,tratamento de efluentes líquidos hospitalares,6,2,1,3,4
TOS_6.2.1.4,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,tratamento de chorume,6,2,1,4,4
TOS_6.2.1.5,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,estação de tratamento de efluentes líquidos domésticos,6,2,1,5,4
TOS_6.2.1.6,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,estação de tratamento de efluentes líquidos industriais,6,2,1,6,4
TOS_6.2.1.7,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,estação de tratamento de águas residuárias,6,2,1,7,4
TOS_6.2.1.8,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,rede coletora de esgoto ou águas residuárias,6,2,1,8,4
TOS_6.2.1.9,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,rede coletora de efluentes líquidos industriais,6,2,1,9,4
TOS_6.2.1.10,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,desobstrução de tubulação hidrossanitária,6,2,1,10,4
TOS_6.2.1.11,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,desobstrução de fossa,6,2,1,11,4
TOS_6.2.1.12,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos líquidos,desobstrução de canalização,6,2,1,12,4
TOS_6.2.2.1,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de coleta de resíduos sólidos,domiciliares e de limpeza urbana,6,2,2,1,4
TOS_6.2.2.2,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de coleta de resíduos sólidos,industriais,6,2,2,2,4
TOS_6.2.2.3,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de coleta de resíduos sólidos,de serviços de saúde,6,2,2,3,4
TOS_6.2.2.4,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de coleta de resíduos sólidos,da construção civil,6,2,2,4,4
TOS_6.2.3.1,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de transporte de resíduos sólidos,domiciliares e de limpeza urbana,6,2,3,1,4
TOS_6.2.3.2,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de transporte de resíduos sólidos,industriais,6,2,3,2,4
TOS_6.2.3.3,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de transporte de resíduos sólidos,de serviços de saúde,6,2,3,3,4
TOS_6.2.3.4,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de transporte de resíduos sólidos,da construção civil,6,2,3,4,4
TOS_6.2.4.1,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,incineração de resíduos sólidos de limpeza urbana,6,2,4,1,4
TOS_6.2.4.2,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,incineração de resíduos sólidos industriais,6,2,4,2,4
TOS_6.2.4.3,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,incineração de resíduos sólidos de serviços de saúde,6,2,4,3,4
TOS_6.2.4.4,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,usina de reciclagem de resíduos sólidos,6,2,4,4,4
TOS_6.2.4.5,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,usina de compostagem de resíduos orgânicos,6,2,4,5,4
TOS_6.2.4.6,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,plano de gerenciamento de resíduos,6,2,4,6,4
TOS_6.2.4.7,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,disposição final de resíduos sólidos,6,2,4,7,4
TOS_6.2.4.8,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,aterro sanitário,6,2,4,8,4
TOS_6.2.4.9,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,sistemas de drenagem,6,2,4,9,4
TOS_6.2.4.10,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,monitoramento ambiental de aterros,6,2,4,10,4
TOS_6.2.4.11,Saneamento Ambiental,Sistema de Esgoto/Resíduos,de sistema de esgoto/resíduos sólidos,monitoramento geotécnico em topográfico de aterros,6,2,4,11,4
TOS_7.1.1.1,Meio Ambiente,Controle e Monitoramento Ambiental,de controle ambiental,controle sanitário do ambiente,7,1,1,1,4
TOS_7.1.1.2,Meio Ambiente,Controle e Monitoramento Ambiental,de controle ambiental,poluição,7,1,1,2,4
TOS_7.1.1.3,Meio Ambiente,Controle e Monitoramento Ambiental,de controle ambiental,passivo ambiental,7,1,1,3,4
TOS_7.1.1.4,Meio Ambiente,Controle e Monitoramento Ambiental,de controle ambiental,controle ambiental de solo,7,1,1,4,4
TOS_7.1.1.5,Meio Ambiente,Controle e Monitoramento Ambiental,de controle ambiental,controle de poluição ambiental,7,1,1,5,4
TOS_7.1.2,Meio Ambiente,Controle e Monitoramento Ambiental,de monitoramento ambiental,,7,1,2,,3
TOS_7.2.1.1,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,caracterização do meio físico,7,2,1,1,4
TOS_7.2.1.2,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,caracterização do meio biótico,7,2,1,2,4
TOS_7.2.1.3,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,de caracterização fitossociológica,7,2,1,3,4
TOS_7.2.1.4,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,caracterização do meio antrópico,7,2,1,4,4
TOS_7.2.1.5,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,ensaio químico de solos,7,2,1,5,4
TOS_7.2.1.6,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,diagnóstico ambiental,7,2,1,6,4
TOS_7.2.1.7,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,prognóstico ambiental,7,2,1,7,4
TOS_7.2.1.8,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,identificação de fontes poluidoras,7,2,1,8,4
TOS_7.2.1.9,Meio Ambiente,Diagnóstico e Caracterização Ambiental,de diagnóstico e caracterização ambiental,identificação e potencialização de impactos ambientais,7,2,1,9,4
TOS_7.3.1,Meio Ambiente,Manejo e Gestão de Bacias Hidrográficas,de gestão de bacias hidrográficas,,7,3,1,,3
TOS_7.3.2,Meio Ambiente,Manejo e Gestão de Bacias Hidrográficas,de recuperação de bacias hidrográficas,,7,3,2,,3
TOS_7.3.3,Meio Ambiente,Manejo e Gestão de Bacias Hidrográficas,de caracterização de bacias hidrográficas,,7,3,3,,3
TOS_7.4.1.1,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,biorremediação,7,4,1,1,4
TOS_7.4.1.2,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,remediação em água,7,4,1,2,4
TOS_7.4.1.3,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,remediação em solo,7,4,1,3,4
TOS_7.4.1.4,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,remediação em água subterrânea,7,4,1,4,4
TOS_7.4.1.5,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,recuperação ambiental,7,4,1,5,4
TOS_7.4.1.6,Meio Ambiente,Recuperação Ambiental,de recuperação ambiental,mitigação ambiental,7,4,1,6,4
TOS_7.5.1,Meio Ambiente,Tecnologia Ambiental,de tecnologia ambiental,,7,5,1,,3
TOS_7.6.1,Meio Ambiente,Gestão Ambiental,de riscos ao meio ambiente,,7,6,1,,3
TOS_7.6.2,Meio Ambiente,Gestão Ambiental,de viabilidade ambiental,,7,6,2,,3
TOS_7.6.3,Meio Ambiente,Gestão Ambiental,de adequação ambiental,,7,6,3,,3
TOS_7.6.4,Meio Ambiente,Gestão Ambiental,de auditoria ambiental,,7,6,4,,3
TOS_7.6.5,Meio Ambiente,Gestão Ambiental,de controle de qualidade ambiental,,7,6,5,,3
TOS_7.6.6,Meio Ambiente,Gestão Ambiental,de estudos ambientais,,7,6,6,,3
TOS_7.6.7,Meio Ambiente,Gestão Ambiental,de impacto ambiental,,7,6,7,,3
TOS_7.6.8,Meio Ambiente,Gestão Ambiental,de educação ambiental,,7,6,8,,3
TOS_7.6.9,Meio Ambiente,Gestão Ambiental,de modelagem ambiental,,7,6,9,,3
TOS_7.6.10,Meio Ambiente,Gestão Ambiental,de planejamento ambiental,,7,6,10,,3
TOS_8.1.1.1,Engenharia Costeira,Portos e Marinas,de portos e marinas,obras de infraestrutura marítima,8,1,1,1,4
TOS_8.1.1.2,Engenharia Costeira,Portos e Marinas,de portos e marinas,arranjo de portos marítimos,8,1,1,2,4
TOS_8.1.1.3,Engenharia Costeira,Portos e Marinas,de portos e marinas,obras especiais de portos marítimos,8,1,1,3,4
TOS_8.1.1.4,Engenharia Costeira,Portos e Marinas,de portos e marinas,dragagem marítima,8,1,1,4,4
TOS_8.1.1.5,Engenharia Costeira,Portos e Marinas,de portos e marinas,derrocamento marítimo,8,1,1,5,4
TOS_8.1.1.6,Engenharia Costeira,Portos e Marinas,de portos e marinas,segurança da navegação,8,1,1,6,4
TOS_8.1.1.7,Engenharia Costeira,Portos e Marinas,de portos e marinas,operação e gestão portuária,8,1,1,7,4
TOS_8.2.1.1,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,sedimentação (evolução morfológica e sedimentológica),8,2,1,1,4
TOS_8.2.1.2,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,defensas,8,2,1,2,4
TOS_8.2.1.3,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,dragagem no cais,8,2,1,3,4
TOS_8.2.1.4,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,desrocamento,8,2,1,4,4
TOS_8.2.1.5,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,enrocamento,8,2,1,5,4
TOS_8.2.1.6,Engenharia Costeira,Ações de Engenharia em Praias e Costas,de ações de engenharia em praias e costas,quebra-mar,8,2,1,6,4
TOS_8.3.1.1,Engenharia Costeira,Ações de Engenharia em Estuários e Lagunas,de ações de engenharia em estuários e lagunas,evolução de sistemas estuarinos,8,3,1,1,4
TOS_8.3.1.2,Engenharia Costeira,Ações de Engenharia em Estuários e Lagunas,de ações de engenharia em estuários e lagunas,obras de fixação de embocaduras,8,3,1,2,4
TOS_8.3.1.3,Engenharia Costeira,Ações de Engenharia em Estuários e Lagunas,de ações de engenharia em estuários e lagunas,obras de direcionamento do escoamento,8,3,1,3,4
TOS_8.4.1.1,Engenharia Costeira,Ações de Engenharia em Ambiente Marinho,de ações de engenharia em ambiente marinho,aterros hidráulicos,8,4,1,1,4
TOS_8.4.1.2,Engenharia Costeira,Ações de Engenharia em Ambiente Marinho,de ações de engenharia em ambiente marinho,lançamento de efluentes,8,4,1,2,4
TOS_8.4.1.3,Engenharia Costeira,Ações de Engenharia em Ambiente Marinho,de ações de engenharia em ambiente marinho,tomadas de água,8,4,1,3,4
TOS_8.4.1.4,Engenharia Costeira,Ações de Engenharia em Ambiente Marinho,de ações de engenharia em ambiente marinho,aproveitamento de energia,8,4,1,4,4
TOS_9.1.1.1,Engenharia de Aeroportos,Transporte Aéreo,de transporte aéreo,planejamento aeroportuário,9,1,1,1,4
TOS_9.1.1.2,Engenharia de Aeroportos,Transporte Aéreo,de transporte aéreo,desempenho de aeronaves,9,1,1,2,4
TOS_9.1.1.3,Engenharia de Aeroportos,Transporte Aéreo,de transporte aéreo,frota aeroportuária,9,1,1,3,4
TOS_9.1.1.4,Engenharia de Aeroportos,Transporte Aéreo,de transporte aéreo,malha de oferta aeroportuária,9,1,1,4,4
TOS_9.2.1.1,Engenharia de Aeroportos,Aeroportos,de aeroportos,pistas e pátios aeroportuários,9,2,1,1,4
TOS_9.2.1.2,Engenharia de Aeroportos,Aeroportos,de aeroportos,iluminação de pistas aeroportuárias,9,2,1,2,4
TOS_9.2.1.3,Engenharia de Aeroportos,Aeroportos,de aeroportos,sinalização com iluminação,9,2,1,3,4
TOS_9.2.1.4,Engenharia de Aeroportos,Aeroportos,de aeroportos,segurança aeroportuária,9,2,1,4,4
TOS_9.2.1.5,Engenharia de Aeroportos,Aeroportos,de aeroportos,operação aeroportuária,9,2,1,5,4
TOS_9.2.1.6,Engenharia de Aeroportos,Aeroportos,de aeroportos,desempenho de aeroportos,9,2,1,6,4
TOS_10.1.1,"Planejamento Urbano, Metropolitano e Regional",Planejamento Físico-Territorial,de plano de intervenção,,10,1,1,,3
TOS_10.2.1.1,"Planejamento Urbano, Metropolitano e Regional",Inventário,de inventário,urbano,10,2,1,1,4
TOS_10.2.1.2,"Planejamento Urbano, Metropolitano e Regional",Inventário,de inventário,metropolitano,10,2,1,2,4
TOS_10.2.1.3,"Planejamento Urbano, Metropolitano e Regional",Inventário,de inventário,regional,10,2,1,3,4
TOS_10.3.1.1,"Planejamento Urbano, Metropolitano e Regional",Gestão Territorial e Ambiental,de sistema de gestão territorial e ambiental,em área urbana,10,3,1,1,4
TOS_10.3.1.2,"Planejamento Urbano, Metropolitano e Regional",Gestão Territorial e Ambiental,de sistema de gestão territorial e ambiental,em área metropolitana,10,3,1,2,4
TOS_10.3.1.3,"Planejamento Urbano, Metropolitano e Regional",Gestão Territorial e Ambiental,de sistema de gestão territorial e ambiental,em área regional,10,3,1,3,4
TOS_10.4.1,"Planejamento Urbano, Metropolitano e Regional",Planejamento Urbano,de plano diretor,,10,4,1,,3
TOS_10.4.2.1,"Planejamento Urbano, Metropolitano e Regional",Planejamento Urbano,de plano setorial,urbano,10,4,2,1,4
TOS_10.4.2.2,"Planejamento Urbano, Metropolitano e Regional",Planejamento Urbano,de plano setorial,metropolitano,10,4,2,2,4
TOS_10.4.2.3,"Planejamento Urbano, Metropolitano e Regional",Planejamento Urbano,de plano setorial,regional,10,4,2,3,4
TOS_10.4.3,"Planejamento Urbano, Metropolitano e Regional",Planejamento Urbano,de traçado de cidade,,10,4,3,,3
TOS_10.5.1,"Planejamento Urbano, Metropolitano e Regional",Planejamento Metropolitano,de plano metropolitano,,10,5,1,,3
TOS_10.6.1.1,"Planejamento Urbano, Metropolitano e Regional",Planejamento Regional,de plano regional,de bacias hidrograficas,10,6,1,1,4
TOS_10.7.1.1,"Planejamento Urbano, Metropolitano e Regional",Requalificação de Áreas,de requalificação,de área urbana,10,7,1,1,4
TOS_10.7.1.2,"Planejamento Urbano, Metropolitano e Regional",Requalificação de Áreas,de requalificação,de área metropolitana,10,7,1,2,4
TOS_10.7.1.3,"Planejamento Urbano, Metropolitano e Regional",Requalificação de Áreas,de requalificação,de área regional,10,7,1,3,4
TOS_10.7.1.4,"Planejamento Urbano, Metropolitano e Regional",Requalificação de Áreas,de requalificação,de área rural,10,7,1,4,4
TOS_10.8.1.1,"Planejamento Urbano, Metropolitano e Regional",Avaliação Pós-Ocupação,de avaliação pós-ocupação,em área urbana,10,8,1,1,4
